Название товара;Короткое описание товара;Полное описание товара;Скрыт ли товар на сайте?;Артикул;Цена продажи, без учёта скидок;Старая цена;Закупочная цена;Остаток;Ед. измерения;Изображения товара;Короткое SEO описание товара;Полное SEO описание товара;Заголовок страницы товара;Мета-тег keywords;Мета-тег description;URL переменная пути;Описание модификации товара;Идентификатор товара в магазине;Пользовательский идентификатор товара;Изображение модификации товара;Название х-ки товара №1;Значение х-ки товара №1;Название св-ва для модификации товара №1;Значение св-ва для модификации товара №1;Название св-ва для модификации товара №2;Значение св-ва для модификации товара №2
"Канакина (Школа России) Рус. язык 3 кл. Рабочая тетрадь. В двух частях. Часть 1(ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-089141-7;205,20;0,00;194,90;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 3 кл. Рабочая тетрадь. В двух частях. Часть 1(ФП2019 ""ИП"")(Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026715;55613086;;год выпуска;2021-2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 3 кл. Проверочные работы(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089147-9;222,20;0,00;211,10;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 3 кл. Проверочные работы(ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026714;55639985;;год выпуска;2022;Автор;Канакина В.П., Щёголева Г.С.;Издательство;Просвещение
Канакина (Школа России) Рус. язык 3 кл. Метод.пос.с поуроч.разработками. В 2-х ч.Ч.2. ФГОС (Просв.);;;1;978-5-09-064566-9;214,50;0,00;203,80;1,00000;шт;;;;Канакина (Школа России) Рус. язык 3 кл. Метод.пос.с поуроч.разработками. В 2-х ч.Ч.2. ФГОС (Просв.);;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-Metod-pos-s-pouroch-razrabotkami-V-2-h-ch-Ch-2-FGOS-Prosv;;180026713;55609964;;год выпуска;2019;Автор;Канакина В.П.;Издательство;Просвещение
Канакина (Школа России) Рус. язык 3 кл. Метод.пос.с поуроч.разработками. В 2-х ч.Ч.1. ФГОС (Просв.);;;1;978-5-09-064564-5;214,50;0,00;203,80;1,00000;шт;;;;Канакина (Школа России) Рус. язык 3 кл. Метод.пос.с поуроч.разработками. В 2-х ч.Ч.1. ФГОС (Просв.);;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-Metod-pos-s-pouroch-razrabotkami-V-2-h-ch-Ch-1-FGOS-Prosv;;180026712;55609963;;год выпуска;2019;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 3 кл. В двух частях. Часть 2 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-088590-4;651,80;0,00;651,80;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 3 кл. В двух частях. Часть 2 (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-V-dvuh-chastyah-Chast-2-FP2019-IP-Prosv;;180026711;55555788;;год выпуска;2021-2022;Автор;Канакина В.П., Горецкий В.Г.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 3 кл. В двух частях. Часть 1 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-088589-8;651,80;0,00;651,80;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 3 кл. В двух частях. Часть 1 (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026710;55555787;;год выпуска;2021-2022;Автор;Канакина В.П., Горецкий В.Г.;Издательство;Просвещение
Канакина (Школа России) Рус. язык 3 кл.  Тетрадь учебных достижений (Просв.);;;1;978-5-09-089515-6;242,00;0,00;229,90;1,00000;шт;;;;Канакина (Школа России) Рус. язык 3 кл.  Тетрадь учебных достижений (Просв.);;;Kanakina-Shkola-Rossii-Rus-yazyk-3-kl-Tetrad-uchebnyh-dostizhenij-Prosv;;180026709;55578516;;год выпуска;2021-2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 2 кл. ч.2. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-087584-4;651,80;0,00;651,80;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 2 кл. ч.2. (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-ch-2-FP2019-IP-Prosv;;180026708;55639984;;год выпуска;2021-2022;Автор;Канакина В.П., Горецкий В.Г.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 2 кл. ч.1. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-087579-0;651,80;0,00;619,20;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 2 кл. ч.1. (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-ch-1-FP2019-IP-Prosv;;180026707;55639983;;год выпуска;2021-2022;Автор;Канакина В.П., Горецкий В.Г.;Издательство;Просвещение
Канакина (Школа России) Рус. язык 2 кл. Тетрадь учебных достижений (Просв.);;;1;978-5-09-089513-2;242,00;0,00;229,90;1,00000;шт;;;;Канакина (Школа России) Рус. язык 2 кл. Тетрадь учебных достижений (Просв.);;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-Tetrad-uchebnyh-dostizhenij-Prosv;;180026706;55617269;;год выпуска;2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 2 кл. Раздаточный материал (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090906-8;228,30;0,00;216,90;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 2 кл. Раздаточный материал (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-Razdatochnyj-material-FP2019-IP-Prosv;;180026705;55640422;;год выпуска;2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 2 кл. Рабочая тетрадь В двух частях. Часть 2 (ФП2019 ""ИП"" (Просв.)";;;1;978-5-09-089145-5;205,20;0,00;194,90;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 2 кл. Рабочая тетрадь В двух частях. Часть 2 (ФП2019 ""ИП"" (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-2-FP2019-IP-Prosv;;180026704;55612279;;год выпуска;2021-2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 2 кл. Рабочая тетрадь В двух частях. Часть 1 (ФП2019 ""ИП"" (Просв.)";;;1;978-5-09-089144-8;205,20;0,00;194,90;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 2 кл. Рабочая тетрадь В двух частях. Часть 1 (ФП2019 ""ИП"" (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026703;55612278;;год выпуска;2021-2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 2 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089146-2;223,30;0,00;212,20;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 2 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026702;55618876;;год выпуска;2022;Автор;Канакина В.П.;Издательство;Просвещение
Канакина (Школа России) Рус. язык 2 кл. Метод.пос.с поуроч.разработками. В 2-х ч.Ч.1. ФГОС (Просв.);;;1;978-5-09-064561-4;214,50;0,00;203,80;1,00000;шт;;;;Канакина (Школа России) Рус. язык 2 кл. Метод.пос.с поуроч.разработками. В 2-х ч.Ч.1. ФГОС (Просв.);;;Kanakina-Shkola-Rossii-Rus-yazyk-2-kl-Metod-pos-s-pouroch-razrabotkami-V-2-h-ch-Ch-1-FGOS-Prosv;;180026701;55555785;;год выпуска;2019;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 1 кл.(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089044-1;635,80;0,00;635,80;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 1 кл.(ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-1-kl-FP2019-IP-Prosv;;180026700;55639982;;год выпуска;2021-2022;Автор;Канакина В.П., Горецкий В.Г.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 1 кл. Тетрадь учебных достижений (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089512-5;210,70;0,00;200,20;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 1 кл. Тетрадь учебных достижений (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-1-kl-Tetrad-uchebnyh-dostizhenij-FP2019-IP-Prosv;;180026699;55610296;;год выпуска;2021-2022;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 1 кл. Рабочая тетрадь (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089139-4;182,10;0,00;173,00;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 1 кл. Рабочая тетрадь (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-1-kl-Rabochaya-tetrad-FP2019-IP-Prosv;;180026698;55555781;;год выпуска;2021;Автор;Канакина В.П.;Издательство;Просвещение
"Канакина (Школа России) Рус. язык 1 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-077144-3;183,70;0,00;174,60;1,00000;шт;;;;"Канакина (Школа России) Рус. язык 1 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;Kanakina-Shkola-Rossii-Rus-yazyk-1-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026697;55614511;;год выпуска;2021;Автор;Канакина В.П.;Издательство;Просвещение
Ишимова Чтение. Читаю словами. Тетрадь-помощница для учащихся начальных классов(Просв.);;;1;978-5-09-077689-9;272,30;0,00;258,70;1,00000;шт;;;;Ишимова Чтение. Читаю словами. Тетрадь-помощница для учащихся начальных классов(Просв.);;;Ishimova-Chtenie-Chitayu-slovami-Tetrad-pomoshhnica-dlya-uchashhihsya-nachalnyh-klassov-Prosv;;180026696;55611002;;год выпуска;2021;Автор;Ишимова О.А.;Издательство;Просвещение
Ишимова Чтение. Читаю и понимаю. Тетрадь-помощница. Пособие для учащихся начальных классов(Просв.);;;1;978-5-09-078515-0;272,30;0,00;258,70;1,00000;шт;;;;Ишимова Чтение. Читаю и понимаю. Тетрадь-помощница. Пособие для учащихся начальных классов(Просв.);;;Ishimova-Chtenie-Chitayu-i-ponimayu-Tetrad-pomoshhnica-Posobie-dlya-uchashhihsya-nachalnyh-klassov-Prosv;;180026695;55611004;;год выпуска;2021;Автор;Ишимова О.А., Сабельникова С.И.;Издательство;Просвещение
Ишимова Чтение. От слога к слову. Тетрадь-помощница. Пособие  для учащихся начальных классов(Просв.);;;1;978-5-09-078509-9;293,20;0,00;278,50;1,00000;шт;;;;Ишимова Чтение. От слога к слову. Тетрадь-помощница. Пособие  для учащихся начальных классов(Просв.);;;Ishimova-Chtenie-Ot-sloga-k-slovu-Tetrad-pomoshhnica-Posobie-dlya-uchashhihsya-nachalnyh-klassov-Prosv;;180026694;55611001;;год выпуска;2021-2022;Автор;Ишимова О.А.;Издательство;Просвещение
Ишимова Чтение. От буквы к слогу и словам.Тетрадь-помощница.Пособие для учащихся нач.классов(Просв.);;;1;978-5-09-078511-2;291,50;0,00;277,00;1,00000;шт;;;;Ишимова Чтение. От буквы к слогу и словам.Тетрадь-помощница.Пособие для учащихся нач.классов(Просв.);;;Ishimova-Chtenie-Ot-bukvy-k-slogu-i-slovam-Tetrad-pomoshhnica-Posobie-dlya-uchashhihsya-nach-klassov-Prosv;;180026693;55611000;;год выпуска;2021;Автор;Ишимова О.А.;Издательство;Просвещение
Ишимова Развитие речи. Письмо. Тетрадь-помощница. Пособие для учащихся начальных классов(Просв.);;;1;978-5-09-078508-2;364,70;0,00;346,50;1,00000;шт;;;;Ишимова Развитие речи. Письмо. Тетрадь-помощница. Пособие для учащихся начальных классов(Просв.);;;Ishimova-Razvitie-rechi-Pismo-Tetrad-pomoshhnica-Posobie-dlya-uchashhihsya-nachalnyh-klassov-Prosv;;180026692;55611003;;год выпуска;2021;Автор;Ишимова О.А., Алмазова А.А.;Издательство;Просвещение
Ишимова Письмо. Различаю твердые и мягкие согласные звуки. Тетрадь-помощница (Просв.);;;1;978-5-09-078513-6;332,20;0,00;315,60;1,00000;шт;;;;Ишимова Письмо. Различаю твердые и мягкие согласные звуки. Тетрадь-помощница (Просв.);;;Ishimova-Pismo-Razlichayu-tverdye-i-myagkie-soglasnye-zvuki-Tetrad-pomoshhnica-Prosv;;180026691;55614268;;год выпуска;2021;Автор;Ишимова О.А., Подотыкина В.Д.;Издательство;Просвещение
Ишимова Письмо. Различаю твердые и мягкие согласные звуки. Обозначаю мягкость согласных (Просв.);;;1;978-5-09-078516-7;332,20;0,00;315,60;1,00000;шт;;;;Ишимова Письмо. Различаю твердые и мягкие согласные звуки. Обозначаю мягкость согласных (Просв.);;;Ishimova-Pismo-Razlichayu-tverdye-i-myagkie-soglasnye-zvuki-Oboznachayu-myagkost-soglasnyh-Prosv;;180026690;55614265;;год выпуска;2021;Автор;Ишимова О.А., Алипченкова Н.Н.;Издательство;Просвещение
Ишимова Письмо. Различаю звонкие и глухие согласные звуки. Правильно пишу. Тетрадь-помощница(Просв.);;;1;978-5-09-078510-5;332,20;0,00;315,60;1,00000;шт;;;;Ишимова Письмо. Различаю звонкие и глухие согласные звуки. Правильно пишу. Тетрадь-помощница(Просв.);;;Ishimova-Pismo-Razlichayu-zvonkie-i-gluhie-soglasnye-zvuki-Pravilno-pishu-Tetrad-pomoshhnica-Prosv;;180026689;55614267;;год выпуска;2021;Автор;Ишимова О.А., Заббарова Е.Х.;Издательство;Просвещение
Ишимова Письмо. Различаю гласные звуки. Правильно пишу. Тетрадь-помощница (Просв.);;;1;978-5-09-077688-2;332,20;0,00;315,60;1,00000;шт;;;;Ишимова Письмо. Различаю гласные звуки. Правильно пишу. Тетрадь-помощница (Просв.);;;Ishimova-Pismo-Razlichayu-glasnye-zvuki-Pravilno-pishu-Tetrad-pomoshhnica-Prosv;;180026688;55614266;;год выпуска;2021;Автор;Ишимова О.А., Дерябина Е.В.;Издательство;Просвещение
Ишимова Письмо. Понимаю и различаю текст, предложение, слово. Тетрадь-помощница(Просв.);;;1;978-5-09-078512-9;332,20;0,00;315,60;1,00000;шт;;;;Ишимова Письмо. Понимаю и различаю текст, предложение, слово. Тетрадь-помощница(Просв.);;;Ishimova-Pismo-Ponimayu-i-razlichayu-tekst-predlozhenie-slovo-Tetrad-pomoshhnica-Prosv;;180026687;55614269;;год выпуска;2021;Автор;Ишимова О.А., Юсов И.Е.;Издательство;Просвещение
Ишимова Логопедическое сопровождение учащихся начальных классов. Чтение. Программно-методич (Просв.);;;1;978-5-09-078514-3;346,50;0,00;329,20;1,00000;шт;;;;Ишимова Логопедическое сопровождение учащихся начальных классов. Чтение. Программно-методич (Просв.);;;Ishimova-Logopedicheskoe-soprovozhdenie-uchashhihsya-nachalnyh-klassov-Chtenie-Programmno-metodich-Prosv;;180026686;55610999;;год выпуска;2021;Автор;Ишимова О.А.;Издательство;Просвещение
Ишимова Логопедическое сопровождение учащихся начальных классов. Письмо. Программно-метод.ма(Просв.);;;1;978-5-09-083815-3;368,00;0,00;349,60;1,00000;шт;;;;Ишимова Логопедическое сопровождение учащихся начальных классов. Письмо. Программно-метод.ма(Просв.);;;Ishimova-Logopedicheskoe-soprovozhdenie-uchashhihsya-nachalnyh-klassov-Pismo-Programmno-metod-ma-Prosv;;180026685;55611005;;год выпуска;2019-2021;Автор;Ишимова О.А., Шаховская С.Н., Алмазова А.А.;Издательство;Просвещение
Информационная безопасность, или Как вести себя в Сети. 1-4 классы(Просв.);;;1;978-5-09-076881-8;344,30;0,00;327,10;1,00000;шт;;;;Информационная безопасность, или Как вести себя в Сети. 1-4 классы(Просв.);;;Informacionnaya-bezopasnost-ili-Kak-vesti-sebya-v-Seti-1-4-klassy-Prosv;;180026684;65664041;;год выпуска;2021;Автор;Сиденко А.Г.;Издательство;Просвещение/Союз
"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 4 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089138-7;151,80;0,00;144,30;1,00000;шт;;;;"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 4 (ФП2019 ""ИП"") (Просв.)";;;Ilyuhina-Shkola-Rossii-Chudo-propis-1kl-v-4-h-chastyah-Chast-4-FP2019-IP-Prosv;;180026683;55555778;;год выпуска;2021-2022;Автор;Илюхина В.А.;Издательство;Просвещение
"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 3 (ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-089137-0;151,80;0,00;144,30;1,00000;шт;;;;"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 3 (ФП2019 ""ИП"")(Просв.)";;;Ilyuhina-Shkola-Rossii-Chudo-propis-1kl-v-4-h-chastyah-Chast-3-FP2019-IP-Prosv;;180026682;55555777;;год выпуска;2021-2022;Автор;Илюхина В.А.;Издательство;Просвещение
"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 2 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089136-3;151,80;0,00;144,30;1,00000;шт;;;;"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 2 (ФП2019 ""ИП"") (Просв.)";;;Ilyuhina-Shkola-Rossii-Chudo-propis-1kl-v-4-h-chastyah-Chast-2-FP2019-IP-Prosv;;180026681;55555776;;год выпуска;2021-2022;Автор;Илюхина В.А.;Издательство;Просвещение
"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 1 (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-089135-6;151,80;0,00;144,30;1,00000;шт;;;;"Илюхина (Школа России) Чудо-пропись 1кл в 4-х частях Часть 1 (ФП2019 ""ИП"") (Просв.)";;;Ilyuhina-Shkola-Rossii-Chudo-propis-1kl-v-4-h-chastyah-Chast-1-FP2019-IP-Prosv;;180026680;55555775;;год выпуска;2021-2022;Автор;Илюхина В.А.;Издательство;Просвещение
Дорофеев (Перспектива) Математика Примерные раб. программы 1-4 кл. ФГОС (Просв.);;;1;978-5-09-019512-6;161,70;0,00;153,70;1,00000;шт;;;;Дорофеев (Перспектива) Математика Примерные раб. программы 1-4 кл. ФГОС (Просв.);;;Dorofeev-Perspektiva-Matematika-Primernye-rab-programmy-1-4-kl-FGOS-Prosv;;180026679;55587201;;год выпуска;2019;Автор;Дорофеев Г.В., Миракова Т.Н.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 4 кл., В двух частях. Часть 2. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-077464-2;646,30;0,00;646,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 4 кл., В двух частях. Часть 2. (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-4-kl-V-dvuh-chastyah-Chast-2-FP2019-IP-Prosv;;180026678;55624342;;год выпуска;2021;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 4 кл., В двух частях. Часть 1. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-077463-5;646,30;0,00;646,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 4 кл., В двух частях. Часть 1. (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-4-kl-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026677;55624341;;год выпуска;2021;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
Дорофеев (Перспектива) Математика 4 кл. Ч.1,2 (Комплект с электронным приложением) ФГОС (Просв.);;;1;978-5-09-034952-9;144,00;0,00;144,00;1,00000;шт;;;;Дорофеев (Перспектива) Математика 4 кл. Ч.1,2 (Комплект с электронным приложением) ФГОС (Просв.);;;Dorofeev-Perspektiva-Matematika-4-kl-Ch-1-2-Komplekt-s-jelektronnym-prilozheniem-FGOS-Prosv;;180026676;55584329;;год выпуска;2015;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 4 кл. Тесты (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090065-2;170,50;0,00;162,00;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 4 кл. Тесты (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-4-kl-Testy-FP2019-IP-Prosv;;180026675;55633753;;год выпуска;2021-2022;Автор;Миракова Т.Н.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 4 кл. Рабочая тетрадь В двух частях. Часть 2 (ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-089173-8;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 4 кл. Рабочая тетрадь В двух частях. Часть 2 (ФП2019 ""ИП"")(Просв.)";;;Dorofeev-Perspektiva-Matematika-4-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-2-FP2019-IP-Prosv;;180026674;55584932;;год выпуска;2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 4 кл. Рабочая тетрадь В двух частях. Часть 1 (ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-089172-1;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 4 кл. Рабочая тетрадь В двух частях. Часть 1 (ФП2019 ""ИП"")(Просв.)";;;Dorofeev-Perspektiva-Matematika-4-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026673;55584931;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 4 кл. Проверочные работы(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090066-9;198,00;0,00;188,10;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 4 кл. Проверочные работы(ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-4-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026672;55622355;;год выпуска;2021-2022;Автор;Никифорова Г.В.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 3 кл., ч.2.(ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-087996-5;646,30;0,00;646,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 3 кл., ч.2.(ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-3-kl-ch-2-FP2019-IP-Prosv;;180026671;55640139;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
Дорофеев (Перспектива) Математика 3 кл., ч.2.(ФП2014-18) (Просв.);;;1;978-5-09-068129-2;108,47;0,00;108,47;1,00000;шт;;;;Дорофеев (Перспектива) Математика 3 кл., ч.2.(ФП2014-18) (Просв.);;;Dorofeev-Perspektiva-Matematika-3-kl-ch-2-FP2014-18-Prosv;;180026670;55579117;;год выпуска;2019;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 3 кл., ч.1. (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-087994-1;646,30;0,00;646,30;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 3 кл., ч.1. (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-3-kl-ch-1-FP2019-IP-Prosv;;180026669;55640131;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
Дорофеев (Перспектива) Математика 3 кл., ч.1. (ФП2014-18) (Просв.);;;1;978-5-09-068127-8;108,47;0,00;108,47;1,00000;шт;;;;Дорофеев (Перспектива) Математика 3 кл., ч.1. (ФП2014-18) (Просв.);;;Dorofeev-Perspektiva-Matematika-3-kl-ch-1-FP2014-18-Prosv;;180026668;55579116;;год выпуска;2019;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 3 кл. Тесты (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090061-4;182,10;0,00;173,00;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 3 кл. Тесты (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-3-kl-Testy-FP2019-IP-Prosv;;180026667;55626464;;год выпуска;2022;Автор;Миракова Т.Н.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 3 кл. Рабочая тетрадь В двух частях. Часть 2 (ФП2019 ""ИП"" (Просв.)";;;1;978-5-09-090064-5;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 3 кл. Рабочая тетрадь В двух частях. Часть 2 (ФП2019 ""ИП"" (Просв.)";;;Dorofeev-Perspektiva-Matematika-3-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-2-FP2019-IP-Prosv;;180026666;55583298;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 3 кл. Рабочая тетрадь В двух частях. Часть 1 (ФП2019 ""ИП"" (Просв.)";;;1;978-5-09-090063-8;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 3 кл. Рабочая тетрадь В двух частях. Часть 1 (ФП2019 ""ИП"" (Просв.)";;;Dorofeev-Perspektiva-Matematika-3-kl-Rabochaya-tetrad-V-dvuh-chastyah-Chast-1-FP2019-IP-Prosv;;180026665;55583299;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 3 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;1;978-5-09-090060-7;200,20;0,00;190,20;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 3 кл. Проверочные работы (ФП2019 ""ИП"") (Просв.)";;;Dorofeev-Perspektiva-Matematika-3-kl-Proverochnye-raboty-FP2019-IP-Prosv;;180026664;55618877;;год выпуска;2022;Автор;Миракова Т.Н., Никифорова Г.В.;Издательство;Просвещение
"Дорофеев (Перспектива) Математика 2кл. в 2-х ч. Р/Т Ч.2 (ФП2019 ""ИП"")(Просв.)";;;1;978-5-09-090059-1;252,50;0,00;239,90;1,00000;шт;;;;"Дорофеев (Перспектива) Математика 2кл. в 2-х ч. Р/Т Ч.2 (ФП2019 ""ИП"")(Просв.)";;;Dorofeev-Perspektiva-Matematika-2kl-v-2-h-ch-R-T-Ch-2-FP2019-IP-Prosv;;180026663;55576942;;год выпуска;2021-2022;Автор;Дорофеев Г.В., Миракова Т.Н., Бука Т.Б.;Издательство;Просвещение
